# FIELDS:
#  1) Producer name
#  2) Mapping name
#  3) Parameter id type:
#         1 = FMI_ID
#         2 = FMI_NAME
#         3 = GRIB_ID
#         4 = NEWBASE_ID
#         5 = NEWBASE_NAME
#         6 = NETCDF_NAME
#  4) Parameter id / name
#  5) Geometry id
#  6) Parameter level id type:
#         1 = FMI
#         2 = GRIB1
#         3 = GRIB2
#  7) Level id
#         FMI level identifiers:
#            1 Gound or water surface
#            2 Pressure level
#            3 Hybrid level
#            4 Altitude
#            5 Top of atmosphere
#            6 Height above ground in meters
#            7 Mean sea level
#            8 Entire atmosphere
#            9 Depth below land surface
#            10 Depth below some surface
#            11 Level at specified pressure difference from ground to level
#            12 Max equivalent potential temperature level
#            13 Layer between two metric heights above ground
#            14 Layer between two depths below land surface
#            15 Isothermal level, temperature in 1/100 K
#  8) Level
#  9) Area interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         9 = Landscape
#         10 = Forbidden
#         500..999 = List
#         1000..65535 = External (interpolated by an external function)
# 10) Time interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         6 = Previous
#         7 = Next
#         1000..65535 = External (interpolated by an external function)
# 11) Level interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         5 = Logarithmic
#         6 = Previous
#         7 = Next
#         1000..65535 = External (interpolated by an external function)
# 12) Group flags
#         bit 0 = Climatological parameter (=> ignore year when searching)
#         bit 1 = Global parameter (=> ignore timestamp when searching, for example LandSeaMask)
# 13) Search match (Can this mapping used when searching mappings for incomplete parameters)
#         E = Enabled
#         D = Disabled
#         I = Ignore
# 14) Mapping function (enables data conversions during the mapping)
# 15) Reverse mapping function
# 16) Default precision
# 
ECG;y_wind;2;V-MS;1090;1;1;000000;2;2;2;0;E;;;;
ECG;y_wind;2;V-MS;1090;1;3;*;2;2;2;0;D;;;;
SMARTMET;air_pressure;2;P-PA;1096;1;7;000000;1;1;1;0;E;;;;
SMARTMET;air_temperature;2;T-K;1096;1;6;000002;1;1;1;0;E;;;;
SMARTMET;precipitation_amount;2;RRR-KGM2;1096;1;6;000000;1;1;1;0;E;;;;
SMARTMET;wind_speed;2;FF-MS;1096;1;16;000000;1;1;1;0;E;;;;
SMARTMET;wind_speed;2;FF-MS;1096;1;6;000010;1;1;1;0;E;;;;
SMARTMET;wind_speed_of_gust;2;FFG-MS;1096;1;6;000010;1;1;1;0;E;;;;
ECGMTA;atmosphere_convective_available_potential_energy;2;CAPE-JKG;1007;1;12;000000;1;1;1;0;E;;;;
ECGMTA;atmosphere_convective_available_potential_energy;2;CAPE-JKG;1007;1;13;000500;1;1;1;0;D;;;;
ECGMTA;atmosphere_convective_available_potential_energy;2;CAPE-JKG;1008;1;6;000000;1;1;1;0;E;;;;
ECGMTA;atmosphere_convective_available_potential_energy;2;CAPE-JKG;1090;1;12;000000;1;1;1;0;E;;;;
ECGMTA;atmosphere_convective_available_potential_energy;2;CAPE-JKG;1090;1;13;000500;1;1;1;0;D;;;;
ECGMTA;atmosphere_convective_inhibition;2;CIN-JKG;1007;1;12;000000;1;1;1;0;E;;;;
ECGMTA;atmosphere_convective_inhibition;2;CIN-JKG;1007;1;13;000500;1;1;1;0;D;;;;
ECGMTA;atmosphere_convective_inhibition;2;CIN-JKG;1008;1;6;000000;1;1;1;0;E;;;;
ECGMTA;atmosphere_convective_inhibition;2;CIN-JKG;1090;1;12;000000;1;1;1;0;E;;;;
ECGMTA;atmosphere_convective_inhibition;2;CIN-JKG;1090;1;13;000500;1;1;1;0;D;;;;
ECGMTA;precipitation_amount;2;RRR-KGM2;1007;1;6;000000;1;1;1;0;E;;;;
ECGMTA;precipitation_amount;2;RRR-KGM2;1090;1;6;000000;1;1;1;0;E;;;;
ECGMTA;wind_speed;2;FF-MS;1007;1;2;*;1;1;1;0;D;;;;
ECGMTA;wind_speed;2;FF-MS;1007;1;3;*;1;1;1;0;D;;;;
ECGMTA;wind_speed;2;FF-MS;1007;1;6;000010;1;1;1;0;E;;;;
ECGMTA;wind_speed;2;FF-MS;1008;1;3;*;1;1;1;0;D;;;;
ECGMTA;wind_speed;2;FF-MS;1008;1;6;001500;1;1;1;0;D;;;;
ECGMTA;wind_speed;2;FF-MS;1090;1;3;*;1;1;1;0;D;;;;
ECGMTA;wind_speed;2;FF-MS;1090;1;6;000010;1;1;1;0;E;;;;
ECGMTA;wind_speed;2;FF-MS;1090;1;6;001500;1;1;1;0;D;;;;
SMARTMETMTA;x_wind;2;U-MS;1096;1;6;000010;2;2;2;0;E;;;;
SMARTMETMTA;y_wind;2;V-MS;1096;1;6;000010;2;2;2;0;E;;;;
SMARTMETNWC;air_pressure;2;P-PA;1110;1;7;000000;1;1;1;0;E;;;;
SMARTMETNWC;air_temperature;2;T-K;1110;1;6;000002;1;1;1;0;E;;;;
SMARTMETNWC;precipitation_amount;2;RRR-KGM2;1110;1;6;000000;1;1;1;0;E;;;;
SMARTMETNWC;wind_speed;2;FF-MS;1110;1;16;000000;1;1;1;0;E;;;;
SMARTMETNWC;wind_speed;2;FF-MS;1110;1;6;000010;1;1;1;0;E;;;;
SMARTMETNWC;wind_speed_of_gust;2;FFG-MS;1110;1;6;000010;1;1;1;0;E;;;;
SMARTMETNWC;x_wind;2;U-MS;1110;1;6;000010;2;2;2;0;E;;;;
SMARTMETNWC;y_wind;2;V-MS;1110;1;6;000010;2;2;2;0;E;;;;
ECMOSKRIGING;air_pressure;2;P-PA;1065;1;6;000000;1;1;1;0;E;;;;
ECMOSKRIGING;air_temperature;2;T-K;1065;1;6;000002;1;1;1;0;E;;;;
ECMOSKRIGING;atmosphere_convective_available_potential_energy;2;CAPE-JKG;1065;1;12;000000;1;1;1;0;E;;;;
ECMOSKRIGING;atmosphere_convective_available_potential_energy;2;CAPE-JKG;1065;1;6;000000;1;1;1;0;E;;;;
ECMOSKRIGING;precipitation_amount;2;RRR-KGM2;1065;1;6;000000;1;1;1;0;E;;;;
ECMOSKRIGING;sea_water_temperature;2;TSEA-K;1065;1;6;000000;1;1;1;0;E;;;;
ECMOSKRIGING;wind_speed;2;FF-MS;1065;1;6;000010;1;1;1;0;E;;;;
ECMOSKRIGING;wind_speed_of_gust;2;FFG-MS;1065;1;6;000010;1;1;1;0;E;;;;
ECMOSKRIGING;x_wind;2;U-MS;1065;1;6;000010;2;2;2;0;E;;;;
